"subject" "activity" "variable" "mean.value."
8 "WALKING" "fBodyAccJerk-mean()-Y" -0.376766600508475
8 "WALKING" "fBodyAccJerk-mean()-Z" -0.415899179152542
8 "WALKING" "fBodyAccJerk-meanFreq()-X" -0.255900962474576
8 "WALKING" "fBodyAccJerk-meanFreq()-Y" -0.363463832288136
8 "WALKING" "fBodyAccJerk-meanFreq()-Z" -0.323114421728814
8 "WALKING" "fBodyGyro-mean()-X" -0.508595851864407
8 "WALKING" "fBodyGyro-mean()-Y" -0.215894949525424
8 "WALKING" "fBodyGyro-mean()-Z" -0.212925759152542
8 "WALKING" "fBodyGyro-meanFreq()-X" -0.159441618728814
8 "WALKING" "fBodyGyro-meanFreq()-Y" -0.420295651864407
8 "WALKING" "fBodyGyro-meanFreq()-Z" -0.36097030020339
8 "WALKING" "fBodyAccMag-mean()" -0.373516771016949
8 "WALKING" "fBodyAccMag-meanFreq()" -0.0368327907423729
8 "WALKING" "fBodyBodyAccJerkMag-mean()" -0.431591453389831
8 "WALKING" "fBodyBodyAccJerkMag-meanFreq()" 0.164708200554237
8 "WALKING" "fBodyBodyGyroMag-mean()" -0.311386449661017
8 "WALKING" "fBodyBodyGyroMag-meanFreq()" -0.0398346768694915
8 "WALKING" "fBodyBodyGyroJerkMag-mean()" -0.591036936101695
8 "WALKING" "fBodyBodyGyroJerkMag-meanFreq()" 0.200917234084746
8 "WALKING" "tBodyAcc-std()-X" -0.402639098135593
8 "WALKING" "tBodyAcc-std()-Y" -0.0536126686650847
8 "WALKING" "tBodyAcc-std()-Z" 0.0518841040022034
8 "WALKING" "tGravityAcc-std()-X" -0.974816884237288
8 "WALKING" "tGravityAcc-std()-Y" -0.954455935762712
8 "WALKING" "tGravityAcc-std()-Z" -0.947516969830508
8 "WALKING" "tBodyAccJerk-std()-X" -0.454497019661017
8 "WALKING" "tBodyAccJerk-std()-Y" -0.344339569152542
8 "WALKING" "tBodyAccJerk-std()-Z" -0.472791088644068
8 "WALKING" "tBodyGyro-std()-X" -0.60038822220339
8 "WALKING" "tBodyGyro-std()-Y" -0.0148392604279661
8 "WALKING" "tBodyGyro-std()-Z" -0.12609080020339
8 "WALKING" "tBodyGyroJerk-std()-X" -0.571759911525424
8 "WALKING" "tBodyGyroJerk-std()-Y" -0.536737701694915
8 "WALKING" "tBodyGyroJerk-std()-Z" -0.497187687966102
8 "WALKING" "tBodyAccMag-std()" -0.36380562779661
8 "WALKING" "tGravityAccMag-std()" -0.36380562779661
8 "WALKING" "tBodyAccJerkMag-std()" -0.439746918474576
8 "WALKING" "tBodyGyroMag-std()" -0.201401930542373
8 "WALKING" "tBodyGyroJerkMag-std()" -0.606103313898305
8 "WALKING" "fBodyAcc-std()-X" -0.395859985762712
8 "WALKING" "fBodyAcc-std()-Y" -0.0542709972186441
8 "WALKING" "fBodyAcc-std()-Z" 0.0854892136933898
8 "WALKING" "fBodyAccJerk-std()-X" -0.484797709830508
8 "WALKING" "fBodyAccJerk-std()-Y" -0.353526894237288
8 "WALKING" "fBodyAccJerk-std()-Z" -0.528889535084746
8 "WALKING" "fBodyGyro-std()-X" -0.630082075932203
8 "WALKING" "fBodyGyro-std()-Y" 0.0832950551222034
8 "WALKING" "fBodyGyro-std()-Z" -0.180232949016949
8 "WALKING" "fBodyAccMag-std()" -0.457490009491525
8 "WALKING" "fBodyBodyAccJerkMag-std()" -0.453426008983051
8 "WALKING" "fBodyBodyGyroMag-std()" -0.265504551525424
8 "WALKING" "fBodyBodyGyroJerkMag-std()" -0.65567766220339
8 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" 0.293422115555556
8 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.0200141413657778
8 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Z" -0.0928330165533333
8 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.81629643
8 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.264254674666667
8 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Z" -0.392555882222222
8 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-X" 0.0428631626711111
8 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Y" 0.0291339421022222
8 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Z" 0.0104952601188889
8 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-X" -0.0147079653333333
8 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Y" -0.0945288409066667
8 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.0353344537555556
8 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-X" -0.108620377713333
8 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0740589810844444
8 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0615978795422222
8 "WALKING_DOWNSTAIRS" "tBodyAccMag-mean()" 0.185537706866667
8 "WALKING_DOWNSTAIRS" "tGravityAccMag-mean()" 0.185537706866667
8 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-mean()" 0.0353601375466667
8 "WALKING_DOWNSTAIRS" "tBodyGyroMag-mean()" 0.166340011842444
8 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.275120883488889
8 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-X" 0.0212541553977778
8 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Y" 0.3714824704
8 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Z" 0.280735952206667
8 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-X" -0.349609935577778
8 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-Y" -0.00777749593111111
8 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-Z" -0.0984339940222222
8 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-X" -0.0337820458644444
8 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Y" 0.164775056133333
8 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Z" -0.0248789805888889
8 "WALKING_DOWNSTAIRS" "fBodyAccJerk-meanFreq()-X" -0.2710115324
8 "WALKING_DOWNSTAIRS" "fBodyAccJerk-meanFreq()-Y" -0.306938978377778
8 "WALKING_DOWNSTAIRS" "fBodyAccJerk-meanFreq()-Z" -0.295300085844444
8 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-X" -0.295315541666667
8 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Y" 0.0132082347333333
8 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Z" 0.492414379822222
8 "WALKING_DOWNSTAIRS" "fBodyGyro-meanFreq()-X" -0.250106322244444
8 "WALKING_DOWNSTAIRS" "fBodyGyro-meanFreq()-Y" -0.207057454377778
8 "WALKING_DOWNSTAIRS" "fBodyGyro-meanFreq()-Z" -0.113453380786667
8 "WALKING_DOWNSTAIRS" "fBodyAccMag-mean()" 0.471905155133333
8 "WALKING_DOWNSTAIRS" "fBodyAccMag-meanFreq()" 0.000464165078
8 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-mean()" 0.186223478065556
8 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-meanFreq()" -0.00170923580888889
8 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-mean()" -0.0787568406777778
8 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-meanFreq()" 0.0800347917133333
8 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-mean()" -0.254747132274667
8 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-meanFreq()" 0.05293374262
8 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-X" 0.0178313402266667
8 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Y" 0.378870491755556
8 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" 0.451576075111111
8 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-X" -0.919098794
8 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Y" -0.920725940666667
8 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Z" -0.879565316666667
8 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-X" 0.0129597549231111
8 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Y" 0.192791766468889
8 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Z" -0.133634060621778
8 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.354551638377778
8 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Y" 0.0569902222622222
8 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Z" 0.356198597177778
8 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.537002097555556
8 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.284318020488889
8 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" 0.0913857550044444
8 "WALKING_DOWNSTAIRS" "tBodyAccMag-std()" 0.428405922622222
8 "WALKING_DOWNSTAIRS" "tGravityAccMag-std()" 0.428405922622222
8 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-std()" 0.194708838913556
8 "WALKING_DOWNSTAIRS" "tBodyGyroMag-std()" -0.0665144570666667
8 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std()" -0.274744003577778
8 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-X" 0.0140826092322222
8 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" 0.29363389996
8 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" 0.427563832371111
8 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.0302396365755556
8 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" 0.138737970022222
8 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Z" -0.244857128202222
8 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-X" -0.378882872733333
8 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-Y" 0.0741391154937778
8 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-Z" 0.182794696328889
8 "WALKING_DOWNSTAIRS" "fBodyAccMag-std()" 0.178684580868889
8 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-std()" 0.194263424111111
8 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-std()" -0.223927430580444
8 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-std()" -0.356849425488889
8 "WALKING_UPSTAIRS" "tBodyAcc-mean()-X" 0.26242106612963
8 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0204388180024074
8 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Z" -0.112279688983333
8 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.688256122222222
8 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.322680364814815
8 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Z" -0.49508872037037
8 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-X" 0.0803303022222222
8 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Y" -0.0183131159944444
8 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Z" 0.00344199486481481
8 "WALKING_UPSTAIRS" "tBodyGyro-mean()-X" 0.0813841685037037
8 "WALKING_UPSTAIRS" "tBodyGyro-mean()-Y" -0.123499570044444
8 "WALKING_UPSTAIRS" "tBodyGyro-mean()-Z" -0.0441381886666667
8 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-X" -0.128266667862963
8 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0207749732407407
8 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0137237620296296
8 "WALKING_UPSTAIRS" "tBodyAccMag-mean()" 0.140108204051852
8 "WALKING_UPSTAIRS" "tGravityAccMag-mean()" 0.140108204051852
8 "WALKING_UPSTAIRS" "tBodyAccJerkMag-mean()" -0.28366383592037
8 "WALKING_UPSTAIRS" "tBodyGyroMag-mean()" 0.365779419444444
8 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.399921949557407
8 "WALKING_UPSTAIRS" "fBodyAcc-mean()-X" -0.323508442240741
8 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Y" 0.0163939234574074
8 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Z" 0.191693742633333
8 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-X" -0.389133559537037
8 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Y" -0.366543121851852
8 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Z" -0.367877189296296
8 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-X" -0.383497147037037
8 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Y" -0.347606639592593
8 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Z" -0.264008468333333
8 "WALKING_UPSTAIRS" "fBodyAccJerk-meanFreq()-X" -0.263935056981481
8 "WALKING_UPSTAIRS" "fBodyAccJerk-meanFreq()-Y" -0.487347927037037
8 "WALKING_UPSTAIRS" "fBodyAccJerk-meanFreq()-Z" -0.52152949537037
8 "WALKING_UPSTAIRS" "fBodyGyro-mean()-X" -0.441048358648148
8 "WALKING_UPSTAIRS" "fBodyGyro-mean()-Y" 0.118687692187963
8 "WALKING_UPSTAIRS" "fBodyGyro-mean()-Z" 0.196703218737037
8 "WALKING_UPSTAIRS" "fBodyGyro-meanFreq()-X" -0.389723705407407
8 "WALKING_UPSTAIRS" "fBodyGyro-meanFreq()-Y" -0.521877343333333
8 "WALKING_UPSTAIRS" "fBodyGyro-meanFreq()-Z" -0.501572597962963
8 "WALKING_UPSTAIRS" "fBodyAccMag-mean()" -0.0759851813333333
8 "WALKING_UPSTAIRS" "fBodyAccMag-meanFreq()" -0.168723817533333
8 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-mean()" -0.288744334092593
8 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-meanFreq()" 0.0399288326018519
8 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-mean()" 0.0488588668185185
8 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-meanFreq()" -0.287413084037037
8 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-mean()" -0.457250612407407
8 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-meanFreq()" 0.076347168
8 "WALKING_UPSTAIRS" "tBodyAcc-std()-X" -0.309396717592593
8 "WALKING_UPSTAIRS" "tBodyAcc-std()-Y" 0.307195533
8 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" 0.609017879074074
8 "WALKING_UPSTAIRS" "tGravityAcc-std()-X" -0.928523640925926
8 "WALKING_UPSTAIRS" "tGravityAcc-std()-Y" -0.907231431296296
8 "WALKING_UPSTAIRS" "tGravityAcc-std()-Z" -0.875450819074074
8 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-X" -0.368780418888889
8 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Y" -0.336427181240741
8 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Z" -0.327868814314815
8 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.454283337592593
8 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" 0.476518714444444
8 "WALKING_UPSTAIRS" "tBodyGyro-std()-Z" 0.564875818162963
8 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.646611034444444
8 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.371479721296296
8 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Z" -0.359816626703704
8 "WALKING_UPSTAIRS" "tBodyAccMag-std()" -0.0197686685018519
8 "WALKING_UPSTAIRS" "tGravityAccMag-std()" -0.0197686685018519
8 "WALKING_UPSTAIRS" "tBodyAccJerkMag-std()" -0.337086266574074
8 "WALKING_UPSTAIRS" "tBodyGyroMag-std()" 0.299975979851852
8 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std()" -0.485819293703704
8 "WALKING_UPSTAIRS" "fBodyAcc-std()-X" -0.304980247962963
8 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" 0.356072772037037
8 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" 0.687124163703704
8 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.41096787037037
8 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.371572473072222
8 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Z" -0.391077873148148
8 "WALKING_UPSTAIRS" "fBodyGyro-std()-X" -0.464742933888889
8 "WALKING_UPSTAIRS" "fBodyGyro-std()-Y" 0.646233637037037
8 "WALKING_UPSTAIRS" "fBodyGyro-std()-Z" 0.522454216314815
8 "WALKING_UPSTAIRS" "fBodyAccMag-std()" -0.143253889222222
8 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-std()" -0.409847649281481
8 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-std()" 0.236659662496296
8 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-std()" -0.564964076388889
9 "LAYING" "tBodyAcc-mean()-X" 0.2894756525
9 "LAYING" "tBodyAcc-mean()-Y" -0.0166296542054167
9 "LAYING" "tBodyAcc-mean()-Z" -0.118530240291667
9 "LAYING" "tGravityAcc-mean()-X" -0.1719930545
9 "LAYING" "tGravityAcc-mean()-Y" 0.899242553055556
9 "LAYING" "tGravityAcc-mean()-Z" -0.0369192905555556
9 "LAYING" "tBodyAccJerk-mean()-X" 0.0767515438611111
9 "LAYING" "tBodyAccJerk-mean()-Y" 0.0123984271386111
9 "LAYING" "tBodyAccJerk-mean()-Z" -0.00443927981861111
9 "LAYING" "tBodyGyro-mean()-X" -0.0168300887791667
9 "LAYING" "tBodyGyro-mean()-Y" -0.0619700871944444
9 "LAYING" "tBodyGyro-mean()-Z" 0.113451899791667
9 "LAYING" "tBodyGyroJerk-mean()-X" -0.102266714236111
9 "LAYING" "tBodyGyroJerk-mean()-Y" -0.0415878968152778
9 "LAYING" "tBodyGyroJerk-mean()-Z" -0.0624334556236111
9 "LAYING" "tBodyAccMag-mean()" -0.955340661527778
9 "LAYING" "tGravityAccMag-mean()" -0.955340661527778
9 "LAYING" "tBodyAccJerkMag-mean()" -0.979890228194444
9 "LAYING" "tBodyGyroMag-mean()" -0.944605127222222
9 "LAYING" "tBodyGyroJerkMag-mean()" -0.983235025416667
9 "LAYING" "fBodyAcc-mean()-X" -0.974016176527778
9 "LAYING" "fBodyAcc-mean()-Y" -0.962461124305556
9 "LAYING" "fBodyAcc-mean()-Z" -0.95156594625
9 "LAYING" "fBodyAcc-meanFreq()-X" -0.148912121697222
9 "LAYING" "fBodyAcc-meanFreq()-Y" 0.240597438814583
9 "LAYING" "fBodyAcc-meanFreq()-Z" 0.0627474804925
9 "LAYING" "fBodyAccJerk-mean()-X" -0.981329999027778
9 "LAYING" "fBodyAccJerk-mean()-Y" -0.970833221666667
9 "LAYING" "fBodyAccJerk-mean()-Z" -0.97477568375
9 "LAYING" "fBodyAccJerk-meanFreq()-X" 0.114787481842222
9 "LAYING" "fBodyAccJerk-meanFreq()-Y" 0.0141056829361111
9 "LAYING" "fBodyAccJerk-meanFreq()-Z" 0.00103397312222222
9 "LAYING" "fBodyGyro-mean()-X" -0.955413596111111
9 "LAYING" "fBodyGyro-mean()-Y" -0.964310893611111
9 "LAYING" "fBodyGyro-mean()-Z" -0.958190099861111
9 "LAYING" "fBodyGyro-meanFreq()-X" -0.154987482663889
9 "LAYING" "fBodyGyro-meanFreq()-Y" -0.146020121881944
9 "LAYING" "fBodyGyro-meanFreq()-Z" 0.000812185868055555
9 "LAYING" "fBodyAccMag-mean()" -0.956001034027778
9 "LAYING" "fBodyAccMag-meanFreq()" 0.127358410820833
9 "LAYING" "fBodyBodyAccJerkMag-mean()" -0.973681222777778
9 "LAYING" "fBodyBodyAccJerkMag-meanFreq()" 0.273485129381944
9 "LAYING" "fBodyBodyGyroMag-mean()" -0.946812642361111
9 "LAYING" "fBodyBodyGyroMag-meanFreq()" -0.196344267730556
9 "LAYING" "fBodyBodyGyroJerkMag-mean()" -0.975727853888889
9 "LAYING" "fBodyBodyGyroJerkMag-meanFreq()" 0.0886671328836111
9 "LAYING" "tBodyAcc-std()-X" -0.972255551527778
9 "LAYING" "tBodyAcc-std()-Y" -0.962759422361111
9 "LAYING" "tBodyAcc-std()-Z" -0.929586835277778
9 "LAYING" "tGravityAcc-std()-X" -0.961509742916667
9 "LAYING" "tGravityAcc-std()-Y" -0.986036192361111
9 "LAYING" "tGravityAcc-std()-Z" -0.950710357083333
9 "LAYING" "tBodyAccJerk-std()-X" -0.981739386805556
9 "LAYING" "tBodyAccJerk-std()-Y" -0.970921587777778
9 "LAYING" "tBodyAccJerk-std()-Z" -0.978402956527778
9 "LAYING" "tBodyGyro-std()-X" -0.957167680694444
9 "LAYING" "tBodyGyro-std()-Y" -0.961142911805556
9 "LAYING" "tBodyGyro-std()-Z" -0.956537051666667
9 "LAYING" "tBodyGyroJerk-std()-X" -0.97392395125
9 "LAYING" "tBodyGyroJerk-std()-Y" -0.980482834444444
9 "LAYING" "tBodyGyroJerk-std()-Z" -0.980112732777778
9 "LAYING" "tBodyAccMag-std()" -0.943314107916667
9 "LAYING" "tGravityAccMag-std()" -0.943314107916667
9 "LAYING" "tBodyAccJerkMag-std()" -0.973644462777778
9 "LAYING" "tBodyGyroMag-std()" -0.924043007638889
9 "LAYING" "tBodyGyroJerkMag-std()" -0.973650041666667
9 "LAYING" "fBodyAcc-std()-X" -0.971718824583333
9 "LAYING" "fBodyAcc-std()-Y" -0.964590430138889
9 "LAYING" "fBodyAcc-std()-Z" -0.923923991944444
9 "LAYING" "fBodyAccJerk-std()-X" -0.983949290694444
9 "LAYING" "fBodyAccJerk-std()-Y" -0.973215319722222
9 "LAYING" "fBodyAccJerk-std()-Z" -0.980745097361111
9 "LAYING" "fBodyGyro-std()-X" -0.958224495416667
9 "LAYING" "fBodyGyro-std()-Y" -0.959991907083333
9 "LAYING" "fBodyGyro-std()-Z" -0.960015831111111
9 "LAYING" "fBodyAccMag-std()" -0.94550856
9 "LAYING" "fBodyBodyAccJerkMag-std()" -0.972530077916667
9 "LAYING" "fBodyBodyGyroMag-std()" -0.923682244861111
9 "LAYING" "fBodyBodyGyroJerkMag-std()" -0.972645710694444
9 "SITTING" "tBodyAcc-mean()-X" 0.27290337979661
9 "SITTING" "tBodyAcc-mean()-Y" -0.0117188472271186
9 "SITTING" "tBodyAcc-mean()-Z" -0.11366125320339
9 "SITTING" "tGravityAcc-mean()-X" 0.89036426220339
9 "SITTING" "tGravityAcc-mean()-Y" 0.210849305016949
9 "SITTING" "tGravityAcc-mean()-Z" 0.00281565980440678
9 "SITTING" "tBodyAccJerk-mean()-X" 0.0784792788644068
9 "SITTING" "tBodyAccJerk-mean()-Y" -0.00898437589491525
9 "SITTING" "tBodyAccJerk-mean()-Z" -0.00237207545345763
9 "SITTING" "tBodyGyro-mean()-X" -0.0377111130338983
9 "SITTING" "tBodyGyro-mean()-Y" -0.0803428762830509
9 "SITTING" "tBodyGyro-mean()-Z" 0.0951978083898305
9 "SITTING" "tBodyGyroJerk-mean()-X" -0.0953649067966102
9 "SITTING" "tBodyGyroJerk-mean()-Y" -0.0396068774557627
9 "SITTING" "tBodyGyroJerk-mean()-Z" -0.0524148341983051
9 "SITTING" "tBodyAccMag-mean()" -0.958669836271186
9 "SITTING" "tGravityAccMag-mean()" -0.958669836271186
9 "SITTING" "tBodyAccJerkMag-mean()" -0.986107839152542
9 "SITTING" "tBodyGyroMag-mean()" -0.957331628305085
9 "SITTING" "tBodyGyroJerkMag-mean()" -0.992188893898305
9 "SITTING" "fBodyAcc-mean()-X" -0.986619609491525
9 "SITTING" "fBodyAcc-mean()-Y" -0.938926430779661
9 "SITTING" "fBodyAcc-mean()-Z" -0.963227004915254
9 "SITTING" "fBodyAcc-meanFreq()-X" -4.22904796610179e-05
9 "SITTING" "fBodyAcc-meanFreq()-Y" 0.0966857195491525
9 "SITTING" "fBodyAcc-meanFreq()-Z" 0.151053127327119
9 "SITTING" "fBodyAccJerk-mean()-X" -0.988106102033898
9 "SITTING" "fBodyAccJerk-mean()-Y" -0.978159013220339
9 "SITTING" "fBodyAccJerk-mean()-Z" -0.984908418474576
9 "SITTING" "fBodyAccJerk-meanFreq()-X" 0.240022781071475
9 "SITTING" "fBodyAccJerk-meanFreq()-Y" -6.7038305084726e-06
9 "SITTING" "fBodyAccJerk-meanFreq()-Z" 0.039756001679661
9 "SITTING" "fBodyGyro-mean()-X" -0.986152580338983
9 "SITTING" "fBodyGyro-mean()-Y" -0.979201724745763
9 "SITTING" "fBodyGyro-mean()-Z" -0.966731518305085
9 "SITTING" "fBodyGyro-meanFreq()-X" 0.10547568285661
9 "SITTING" "fBodyGyro-meanFreq()-Y" -0.154626052352542
9 "SITTING" "fBodyGyro-meanFreq()-Z" -0.00867259700677966
9 "SITTING" "fBodyAccMag-mean()" -0.949752001322034
9 "SITTING" "fBodyAccMag-meanFreq()" 0.157506318561017
9 "SITTING" "fBodyBodyAccJerkMag-mean()" -0.984689437118644
9 "SITTING" "fBodyBodyAccJerkMag-meanFreq()" 0.242818344188136
9 "SITTING" "fBodyBodyGyroMag-mean()" -0.973762179830509
9 "SITTING" "fBodyBodyGyroMag-meanFreq()" -0.0544036755389831
9 "SITTING" "fBodyBodyGyroJerkMag-mean()" -0.990180959322034
9 "SITTING" "fBodyBodyGyroJerkMag-meanFreq()" 0.208016817940678
9 "SITTING" "tBodyAcc-std()-X" -0.987084356101695
9 "SITTING" "tBodyAcc-std()-Y" -0.922407162881356
9 "SITTING" "tBodyAcc-std()-Z" -0.949338025084746
9 "SITTING" "tGravityAcc-std()-X" -0.982620883728814
9 "SITTING" "tGravityAcc-std()-Y" -0.943561411694915
9 "SITTING" "tGravityAcc-std()-Z" -0.952973658983051
9 "SITTING" "tBodyAccJerk-std()-X" -0.988162333898305
9 "SITTING" "tBodyAccJerk-std()-Y" -0.978126998813559
9 "SITTING" "tBodyAccJerk-std()-Z" -0.987011024745763
9 "SITTING" "tBodyGyro-std()-X" -0.988204115254237
9 "SITTING" "tBodyGyro-std()-Y" -0.975321519491525
9 "SITTING" "tBodyGyro-std()-Z" -0.963765802881356
9 "SITTING" "tBodyGyroJerk-std()-X" -0.992889042711864
9 "SITTING" "tBodyGyroJerk-std()-Y" -0.990313307966102
9 "SITTING" "tBodyGyroJerk-std()-Z" -0.987937202542373
9 "SITTING" "tBodyAccMag-std()" -0.93797790559322
9 "SITTING" "tGravityAccMag-std()" -0.93797790559322
9 "SITTING" "tBodyAccJerkMag-std()" -0.984639018474576
9 "SITTING" "tBodyGyroMag-std()" -0.963475074915254
9 "SITTING" "tBodyGyroJerkMag-std()" -0.989720049491525
9 "SITTING" "fBodyAcc-std()-X" -0.987384778983051
9 "SITTING" "fBodyAcc-std()-Y" -0.919162700338983
9 "SITTING" "fBodyAcc-std()-Z" -0.945704713050847
9 "SITTING" "fBodyAccJerk-std()-X" -0.989314359661017
9 "SITTING" "fBodyAccJerk-std()-Y" -0.979713045932203
9 "SITTING" "fBodyAccJerk-std()-Z" -0.987694113559322
9 "SITTING" "fBodyGyro-std()-X" -0.988881930508475
9 "SITTING" "fBodyGyro-std()-Y" -0.973456092372881
9 "SITTING" "fBodyGyro-std()-Z" -0.966228648305085
9 "SITTING" "fBodyAccMag-std()" -0.941195938135593
